zip,expos_24,expos_23,expos_22,expos_21,expos_20
92557,575791335,215553102,109167111,75790337,52571951
92561,387229144,261115501,192901152,127152367,86661379
92562,2503034190,1559088627,1047010595,666822304,401808929
92563,603029153,167851046,82735456,66194962,36729131
92567,182129595,89762877,54481884,37701279,18724321
92570,1188639416,608983599,375937477,234130719,147368301
92571,287746696,105964552,70877481,62273406,53769763
92582,179320322,62541314,43047327,20705758,14874973
92583,196572705,62568691,34700746,26441891,19221650
92584,479152344,154275136,88431184,53660776,26798633
92585,193746166,48634831,26981757,19297056,10207557
92586,139236302,19641914,9907787,5409709,5195775
92587,487263174,131791637,51282785,43363591,26012976
92590,755322770,579094502,395921421,207611055,130484927
92591,171211095,62258365,53657902,22489130,9275861
92592,1546521817,791227298,552575005,264009015,127196046
92595,859026012,390105872,159971937,125287149,70818152
92596,301902093,80121547,41049978,24494001,14643068
92602,176906204,48191328,24817263,25253545,8458205
92603,300480282,76417438,42284308,37810989,21945423
92604,36134552,12760320,4076873,585390,549662
92606,14586738,2315202,3392853,812550,2169211
92610,263326322,89048788,47803972,27731264,10687277
92612,18628694,1925750,1171100,0,0
92614,20149149,3846560,2666705,1000674,952341
92617,2517255,10000,10000,0,0
92618,344223876,83489038,22837535,18352415,4736254
92620,158650474,44100643,15968448,12873434,8681358
92624,18487997,9190887,1421714,1935728,1081752
92625,64144141,20979138,8489476,6813038,7136366
92626,27271019,5489033,3065283,2136157,3864343
92627,47682659,11667560,6483888,5839466,6515553
92629,77911431,42401903,18360769,12320096,7140020
92630,223381392,55616786,20783061,16335742,15504311
92637,13260029,2126151,314218,432575,275000
92646,40660062,13439337,10466746,7231780,3019615
92647,31581008,9061906,5871478,5742765,3990645
92648,51007498,7804514,8208681,8022943,9486520
92649,56490376,15325896,13061690,7538160,5596718
92651,1617305998,937872402,672879520,459623934,310919002
92653,105083140,27645730,16416587,14343453,18224559
92655,8622663,1478687,275453,262845,159397
92656,259786040,77131778,32471617,28964911,22377407
92657,578135297,271430023,214134122,182660932,94579881
92660,140616827,49818212,29486707,11927495,9740662
92661,42606123,3656868,4794574,4514104,2697572
92662,5454268,2322111,414335,386889,365400
92663,39053861,13069581,9912034,8713491,8576643
92672,398036311,124299324,51432661,37217932,25743087
92673,756503047,193154770,71696401,40199747,30694898
92675,538363813,165454531,86323151,71146083,50190251
92676,557710621,518584958,456468453,392353307,297455337
92677,654049654,235093164,151310673,121384535,78410226
92679,3615018976,2193155583,1534190188,1052634308,444836914
92683,132459692,26518395,9914300,4718561,5060902
92688,607681028,155938412,48548523,40113061,28933356
92691,66438261,15497595,10253849,11397491,11765504
92692,183538879,47820940,23936788,28670621,22519847
92694,616068418,134474200,49400216,22956652,11030242
92701,72462647,35540391,30035202,27269274,29875324
92703,77896433,39291698,34297383,33389520,30330802
92704,116967609,55932879,31325162,29388423,28031467
92705,242504118,108297093,65618887,55792014,18026078
92706,35373905,15201828,5987155,2927842,3496264
92707,72309972,41825412,37825115,33597403,28318511
92708,76272688,16013193,9688616,8489029,7947833
92780,32418824,5055791,1324623,5770869,5336206
92782,86147964,28557173,13669564,10960538,4548249
92801,60005665,19466438,10841513,10030562,10524827
92802,27506691,8059786,8294654,6623800,7117956
92804,70093323,21521615,9971495,9021671,9285408
92805,76625247,34019848,15997761,13926404,11024651
92806,27883190,4980209,3105158,2407808,3299576
92807,374925660,146536989,89773276,75212147,41213120
92808,407439436,110103690,55285197,32447956,15515852
92821,286234021,114711370,74872611,57668081,40239506
92823,122219455,59851813,46685150,38854284,25281927
92831,41023794,20939375,9613509,9404362,7999170
92832,18855345,8711872,3925307,4973472,5409411
92833,74089080,30928997,16589800,14016381,12455171
92835,44206819,22497152,10726029,12877856,12115448
92840,43326799,8172359,3147637,3595771,3903060
92841,49933375,10297789,2868784,4418126,1233627
92843,33005818,8287727,5238067,5364793,5275726
92844,22380003,6191562,1185378,331659,315170
92845,5644343,390000,483400,0,0
92860,198646599,51171071,21716973,19247541,24513776
92861,26524137,8557613,6107160,2655579,801525
92865,12445249,4556925,4280800,3535008,2795354
92866,10790416,2896909,609015,2051018,1917997
92867,176983565,45982947,16344162,10359263,6991993
92868,14629106,5233779,4163696,3174262,5409295
92869,144846886,48480768,32778097,25275821,16790375
92870,44788464,23893693,13973517,7586739,8302331
92879,184673190,63186042,40205949,31290848,27908615
92880,481728748,127451087,64036527,54146960,43510439
92881,487432772,160011880,73956248,62624443,32634821
92882,1284141034,584406226,294892980,200802602,132579567
92883,1483556664,590096628,238299510,143891141,61707708
92886,645546252,172775065,107857767,100230207,51694479
92887,776831060,430580692,308187640,270416869,120440490
93001,495142262,321328468,228908683,152840503,81081041
93003,352754327,123312407,67761130,52543131,22642108
93004,53053201,24800703,19178699,9568431,1185680
93010,178840749,57063831,44847715,38502413,15132282
93012,532913130,272061538,196737314,137390644,69858152
93013,391124668,278959517,212982764,128805781,44553081
93015,198099710,141438998,115729626,54561700,30734540
93021,643704969,322022791,201617608,145098859,69239576
93022,253607355,98851564,56198220,26226463,14372007
93023,1744205773,1159882489,816636277,428510131,144902857
93030,28795401,13096254,11788567,10942490,7722418
93033,79356497,26748726,19902632,17962162,9601058
93035,39241868,15260569,12467756,10669015,8368014
93036,40296762,20281838,9196226,10063831,5491399
93040,20746295,12175412,9841000,4686138,3509512
93041,17561148,5891794,3240115,1754555,1370184
93060,478603036,313040738,238596621,154357757,50738021
93063,858754147,385458717,288994859,236695355,179826424
93065,1220285744,479257611,279309434,202505456,127922672
93066,205254142,136882190,90993480,79005820,12567313
93067,87525179,35022685,10971016,9355920,437169
93101,144543450,37916506,14597672,12508768,9253300
93103,791062305,509627940,361782829,207140683,129463107
93105,1884588578,1292460970,1080502980,805269400,467278136
93108,2800617417,2062201507,1542726865,971133720,484631806
93109,62880569,29417870,12395977,14621242,9480498
93110,296334271,91392811,65137961,36955941,19895052
93111,384010220,139535258,108852177,74769331,47614065
93117,432331132,279316016,240413112,177244351,118239709
93201,2922804,0,0,0,0
93202,1446614,2022769,1346325,0,0
93203,31963895,10673151,6309882,4991036,3227207
93204,2232667,3182446,399917,380035,362200
93205,99585711,76104375,57796022,48015480,29883542
93206,5720218,1988200,1165430,415879,932443
93207,85038657,78511975,62802042,49549521,32112608
93208,24890218,0,0,0,0
93210,17539721,19376400,11872002,9638137,9587546
93212,7855463,5419073,5380731,3987429,4520044
93215,34147564,15399076,9322248,9397862,6997946
93218,1527685,0,0,0,0
93219,3505012,1936107,1357800,1738733,1362428
93221,27788041,3781415,2176143,1832400,938350
93222,527116456,426612440,371207823,322367223,251174697
93223,7139037,1677607,1556431,731157,700419
93224,826772,778500,0,0,0
93225,394077485,270764131,214582294,138128545,95926219
93226,24007156,20213723,13640805,12279260,7054078
93230,47944497,19281689,9371703,2636303,1567174
93234,462787,609996,563660,1380735,1892409
93235,1092447,276840,256395,240472,226188
93238,172112166,96156507,57947204,31290585,19019896
93239,749460,406608,1165074,362966,880826
93240,284203743,123806101,66229953,46235408,26057579
93241,11439115,3630866,3558542,3149106,2903172
93242,843300,269500,0,274793,258750
93243,90940029,67768907,34266464,21305658,17005800
93244,9180202,5769746,675000,0,0
93245,10597316,2842455,849801,268788,232500
93247,4635945,2697463,2240343,2623478,1276398
93249,1888318,784350,324486,602589,295700
93250,12875026,3074578,1649738,661025,4256641
93252,11301948,16587300,7496555,5873045,3456685
93254,11290708,15861096,6499103,4822639,4381505
93255,7730090,3892616,2250902,2712647,693570
93256,3181597,1888910,2616117,1460592,1088834
93257,97420381,33517562,21404143,17421167,11632136
93260,105509280,96324484,82896222,61912181,40829105
93262,3497768,6780831,5739376,2310030,1277635
93263,11337506,7527145,4376565,4338747,2504360
93265,336474390,276316659,211759271,172638279,145766437
93267,5356245,2578326,3548865,1747067,1756168
93268,37387123,10700882,8829459,7670701,8291068
93270,7864699,4510126,3055815,2337706,1630781
93271,427946476,335576381,157073361,92437671,36344648
93272,760968,271590,391195,240630,228750
93274,36559076,17388091,11605894,5821636,5120457
93276,266440,358793,58850,50000,0
93277,17146829,8486056,7522355,2106170,2368551
93280,10202007,6908224,1634036,1567603,1344406
93283,55385436,18871197,15130234,8239232,4917520
93285,252649227,223061409,192203886,156434931,121969238
93286,20212667,9988854,11644514,9231038,2895144
93287,8735892,7164109,6675687,6088052,667761
93291,43961075,11196320,8891252,2177411,787462
93292,20885952,5284160,4386130,3514268,1444394
93301,38190674,21551311,10420383,8189228,9510232
93304,107255835,51741282,31564542,32924163,29352083
93305,105136948,40930539,31268351,30534307,27337407
93306,134735385,36227004,19831594,18299980,17983475
93307,158000310,77147818,53844838,56290786,50580701
93308,144577512,53055305,21085106,18498639,17104610
93309,67855409,14746201,8719896,9409909,7820395
93311,29418237,7677567,3678401,3148712,1967629
93312,47140400,14164003,7563323,7652048,3537620
93313,46671627,17098537,7349400,7656195,5372777
93314,30747589,9224980,6740369,8260908,4185653
93401,280419381,161369640,100181800,70236255,51722816
93402,92994078,59973643,34692374,22658865,11622549
93405,212612593,112105659,58978426,54108472,27832545
93420,336975956,214776877,126528176,76013377,38443260
93422,542213359,266247458,157923515,79686207,54159033
93424,98586279,46831094,23535434,0,0
93426,314153451,262473812,239881912,179604831,142754205
93427,103525424,64394285,57949931,25718513,2366863
93428,271544055,183625351,125886346,68969732,37973269
93429,2774960,2325612,2262500,2070000,1500000
93430,40575448,22198316,16390710,12111041,8556302
93432,62428051,47505962,42402179,37200531,16379711
93433,7436709,5592779,1384342,319634,305316
93434,10073474,4097207,3902322,3846487,4223356
93435,1512200,2915000,1500000,1500000,1500000
93436,276183334,148723200,91704340,63540324,23989185
93437,0,1218750,1218750,0,0
93440,53163928,46232215,28925593,18936201,7581970
93441,92962835,94317993,85367252,39353622,11210862
93442,37316615,20100997,14168219,6362984,4363750
93444,63254146,34674478,26117570,19267159,9528187
93445,12607465,4124318,616000,616000,805930
93446,483165632,292940822,190342203,96195474,59532784
93449,143112458,54082520,27282571,13858916,11462367
93450,9969048,8906746,6686290,7974445,0
93451,64049780,44507187,34099171,19264234,8593947
93452,38272075,19303778,17966300,9413825,7366852
93453,111320326,103820648,84133084,68258533,40302710
93454,106344967,69343709,55305678,32840843,24117194
93455,107513978,48014880,22252834,11914174,2758018
93458,36069430,4850000,2797905,2707173,2631744
93460,340476771,293329437,223025521,114299716,57581379
93461,3224335,3088862,2933005,2769664,853437
93463,179438629,101208728,49316084,26824450,8330352
93465,116574196,76668324,47092450,22565533,7615873
93501,30573806,12459468,9082297,8412159,7286785
93505,45425347,12241803,5310111,4786925,4958490
93510,686300020,365997906,218099281,123622683,89601202
93512,1602700,1733713,1478242,1362896,1290515
93513,9808245,4034563,461998,494540,788577
93514,127030378,53654552,25783275,14068849,9910997
93516,9092456,801912,3342243,1376446,1217571
93517,75331217,50322403,28142637,16408462,9997105
93518,90450812,74579017,49021513,36892739,18693821
93523,5937461,2045411,931213,756587,1088682
93526,2753700,1175029,1289267,1885723,738352
93527,20385881,10392831,9240258,6468621,5542924
93528,1214517,756517,711975,676753,410259
93529,268522177,213899771,154341736,106801248,89713435
93531,102103145,68268731,59046469,67700185,52111623
93532,325707474,247389387,197392774,140385565,86699153
93534,119444566,51274695,25346171,26889321,21994538
93535,233824042,86451620,56153082,51112821,39893102
93536,241685689,92992892,55167098,50077009,39573261
93541,38812851,33078773,17669447,6473746,3893554
93543,108682778,52375270,25888305,23571220,23602814
93544,32311040,19477893,15460412,11102299,9750902
93545,15313600,8204883,7481121,5892941,3200714
93546,981870459,590039244,354713203,152615508,101058455
93549,1697700,0,0,0,0
93550,331233526,129183331,90661463,71864338,60102456
93551,690640031,334190435,197945215,144027163,100530032
93552,159248608,68028496,34850695,30075043,24840160
93553,44117732,22711314,8348180,7232854,5677336
93555,72067836,15675353,7364721,7497118,6351390
93558,1187114,0,0,0,0
93560,46366287,14140951,10434748,6283032,6223877
93561,1174649339,794421246,580780749,417692197,292318399
93562,6185613,3404206,2139337,2584526,2233894
93563,14394018,9578486,7419439,6434122,3161448
93591,33986794,15015856,8795868,7129849,7040551
93601,239921178,183764978,145581683,91819336,61904770
93602,368509825,318334478,289076560,246243349,231792677
93603,29030109,27349002,24802438,16458130,9890128
93604,513242521,414244248,342600307,182568852,114379839
93606,6397451,0,0,0,0
93608,220470,725746,370225,183930,358594
93609,5668652,3233133,3656271,2663053,2323428
93610,13397776,8055585,3689655,2466571,5364304
93611,13282394,4985344,3155149,2335115,2171682
93612,13542893,5270772,2037839,1245637,716613
93614,1044838425,751744826,572012205,330873870,220824103
93615,3915541,1951752,733469,1101457,663766
93616,1702673,579245,1000500,0,0
93618,6265127,2174362,2523526,1923904,678612
93619,297707393,188709832,105699293,44103870,33012895
93620,5884918,3188467,1492911,951180,3435000
93621,19001886,16946900,10793205,10420645,5717135
93622,25520448,8598989,3336379,1614419,1575902
93623,61155730,55073550,51232863,39104715,31356974
93624,574011,0,0,0,0
93625,3316477,434607,1458606,611550,357500
93626,151212928,83979013,60337143,32654172,22460782
93627,0,0,0,0,0
93628,78455863,69081171,46062421,31211809,23382599
93630,13808961,12922416,10449590,2966394,799408
93631,3534515,2806315,2325478,4099430,1412179
93633,42445244,37491833,31221214,16753276,12669084
93634,89238449,78433396,75490073,0,0
93635,15636008,7000657,8382180,1916705,1534228
93636,57812983,26584951,8744931,7687352,1358863
93637,29011847,12608397,10599919,5564858,2828284
93638,43923929,27508007,10961324,5380006,4624970
93640,30788578,2899963,1436607,2128495,1291323
93641,30793684,29841879,21356240,16733901,11596562
93643,429879433,402744953,355849244,281328680,237249614
93644,993620381,673190599,540522531,352499170,263711612
93645,31162365,20151185,18917277,12265041,12136100
93646,4613258,3555252,4517538,3010109,2750584
93647,11534766,6275663,5410886,3961899,1976708
93648,1225750,0,0,0,341900
93650,5774142,556503,657526,487293,1078044
93651,132872081,88814845,61426667,54358093,39125958
93652,0,0,84788,79980,76200
93653,61676734,50161141,40746192,33424344,15429499
93654,22306212,10437870,8340311,4200176,3496995
93656,4894568,2896671,2464156,2827007,2426595
93657,61103327,39868595,22694808,13841588,8344903
93660,2471473,1512166,154072,141610,132099
93662,9961546,3302355,2542663,1921502,1893501
93664,1413429431,1266299010,1120349435,1058521786,806399204
93667,165135447,154232263,115889930,81275636,56366776
93668,570200,204700,204700,204700,204700
93669,74078276,72966075,66873275,58057181,46428329
93675,169469026,134917749,75629709,28417403,12794792
93701,17674164,8301007,6350683,5574441,5223775
93702,40929377,23852741,18022269,14434619,15135205
93703,21604439,7605666,6854773,3456983,4583166
93704,14870003,5444545,5715577,6002648,4188214
93705,14339363,3398566,2617206,3252066,2937144
93706,51334156,24771051,16971414,11240618,12387464
93710,16728103,2627582,685765,944233,968466
93711,41653130,10059227,8571096,4246808,2989203
93720,17645631,2736750,171748,1086030,1408349
93721,43618838,11890668,7257509,985940,935056
93722,44454376,23929196,8351188,6844851,6718289
93723,6713663,9382261,2849829,3746877,3127590
93725,29255879,23142039,15947661,9552783,7502866
93726,33469196,11717744,4554060,4193591,2397913
93727,45164404,9393016,5950094,4823840,3973378
93728,27429044,11214336,13977642,11615996,7464602
93730,6808766,417885,958549,888836,1465625
93737,27609298,3227239,3139535,2504540,537690
93901,27711817,9166287,2932236,3206618,6894795
93905,11418250,4255020,2465359,1730446,1687356
93906,59575145,4446563,1379092,1328211,1978076
93907,484076943,355549114,229383321,81036614,51211194
93908,644197918,446227171,349707403,221104555,151115213
93920,232018511,195425776,154985940,112290359,70483748
93923,1763120761,1149993169,927628100,616034228,353238932
93924,1193782683,872478573,732989977,511376913,401630277
93925,28162472,24499624,18386687,7046555,1167500
93926,4503844,4152772,4169825,2823850,1472174
93927,54875991,51442213,46945842,17851853,11553491
93930,99272784,40459123,31841746,17657789,8273640
93932,5377564,4413643,5094279,4959425,1395514
93933,37686939,12378370,5315792,702562,1349605
93940,713124577,431995856,297562339,185983100,109615202
93950,32454562,6213870,2061971,470910,1256510
93953,227317503,123681592,104805881,59036644,33538234
93954,3348632,0,0,0,0
93955,11515967,4712628,1568100,0,0
93960,26919847,26295257,19228946,8408896,3928620
93962,1578000,0,0,0,0
94002,92837156,23913702,14581294,8141213,6015599
94005,30767474,17761915,14900533,5601203,3763164
94010,438410303,176030311,93682717,51935081,34990373
94014,80612972,18709952,7833798,7025449,5190493
94015,30363776,15344950,7420794,6747001,5726059
94018,16675743,0,0,0,0
94019,161294166,104429378,64065274,55343702,28191311
94020,115444191,99900242,78395337,50793024,32270517
94021,27741117,22069976,17930297,12197843,2320297
94022,542505497,224615223,159054423,85485710,53205312
94024,344113480,178133184,121058844,69663975,31429333
94025,88396439,25921109,14792747,10179401,5197443
94027,98440185,32934799,10308805,19621297,6912641
94028,451594653,229104624,131581213,95726317,57538736
94030,84098574,25918824,5551180,4216625,3093280
94037,28466582,22957238,12823117,9926075,4183516
94038,11005636,5604339,3480192,1311698,1505344
94040,49463809,6307522,1554996,1387842,1314576
94041,9497934,3760000,0,0,0
94043,11992064,1599859,535570,452384,424896
94044,236718736,110180949,76190588,62972812,43743658
94060,114553056,94394749,74148065,47258095,23412556
94061,42665162,6631623,2474336,450000,0
94062,724986110,493317179,315682583,151414992,88517363
94063,17432933,9149916,4565516,3616626,3108362
94065,2595775,159350,0,0,0
94066,95577595,13692883,2426087,1815670,3445100
94070,142757659,67705364,23134429,15839328,8913391
94074,25819261,21135197,13467140,8596083,10581610
94080,79640099,24525111,10722240,3325640,2588000
94085,9806700,252500,468800,0,0
94086,20897730,7012346,1512272,1868977,1324861
94087,17774725,6175182,2476779,2150119,1449222
94089,24589337,1132150,0,0,0
94102,182010845,118116757,73468746,66479942,45299359
94103,177779154,99265353,58131480,43950632,40447655
94105,8385045,5161250,1725000,1725000,0
94107,29460219,16195204,8491132,7923184,7334988
94108,50539824,21605254,9882680,6550507,3886802
94109,182059247,67906900,35706030,27459738,37212867
94110,224421921,97864694,76193445,68903976,68301584
94111,1134300,155000,2780000,155000,0
94112,187344277,32588602,21857953,23196869,18590260
94114,131263490,38423441,27114607,28146999,17872903
94115,75711585,41097091,16376688,17366093,17717966
94116,75311826,15154370,12137972,10015027,7818251
94117,136065549,78508584,47761400,48869508,41518758
94118,137662987,37705777,30487855,20237270,15618788
94121,113279687,22241764,14993839,13656868,5580338
94122,123809421,22721460,10340060,12688490,12388726
94123,113971313,41657455,36803321,15691348,15221164
94124,88979402,30222401,20941818,19456081,19125288
94127,91443518,8367047,4182896,3996603,5227473
94128,0,965000,0,0,0
94129,0,0,0,0,0
94130,1043405,966116,894552,824472,764816
94131,83069945,28455528,14131436,15610551,17077048
94132,31414719,6579873,7586603,6080020,2641967
94133,70066595,37621065,19609265,12867065,16909051
94134,75258571,8631920,8305836,9922031,9383413
94158,3589450,2666508,2770321,1055607,2646813
94301,52417891,19577772,13482270,10230288,5439986
94303,41059381,9115062,11570043,12565794,8741743
94304,27988846,10616248,7361413,7254571,1681800
94305,17050089,8100686,4976006,1883600,2829700
94306,31690662,7185190,885499,1635487,1249330
94401,56133318,16811039,7135810,7285926,8818772
94402,111572727,35232044,15574173,8312733,3211797
94403,38014254,13383870,2104150,630200,365000
94404,8916353,3570994,1618022,947500,996022
94501,124941175,65754416,53269731,47513971,43343917
94502,6880050,481983,470279,165000,165000
94503,37591120,11040230,10111000,6000882,1989000
94505,27489684,6510250,2772150,1232259,1179200
94506,1226146776,271241018,91710759,58679794,57589580
94507,942048747,223283430,103349526,61983966,36187442
94508,496546514,395705663,297920837,120703395,66077552
94509,86349328,31834701,13658621,13528745,12360414
94510,60294786,17079848,6672380,4987882,3306542
94511,22843800,17679843,12221418,0,0
94512,440500,452296,417803,358308,269000
94513,97758039,27197487,12684445,6911852,9949214
94514,4693135,1179677,2795743,2564611,2286765
94515,859567621,640508725,454804719,245517966,112825369
94517,229033567,84644525,46778832,6570314,3473576
94518,24269155,10056215,7568341,5292231,4948494
94519,9158002,3896212,4726979,4390307,4155108
94520,30839242,3961752,1605738,4173192,1420213
94521,62326011,18836788,5508677,2640780,1959650
94523,108338029,17216075,6985592,7147153,7365927
94525,58587054,19511327,6898826,9217356,6430698
94526,572036324,92962908,51012686,21171549,14869864
94528,133313892,30575169,16676356,11660000,7721000
94530,334730647,61805037,33620800,26481499,13379204
94531,69619593,10420265,4023721,4644924,4481448
94533,67289567,22324247,9028888,11329024,9353874
94534,335384607,162728584,61276803,23595780,16858175
94536,55209190,20667624,8123808,7051823,5085256
94538,71479544,18006385,2406677,1358996,1004964
94539,82376473,29769162,15629261,3712311,4096084
94541,112116416,36515350,34897320,29681175,23660794
94542,204488649,52857609,34908333,28540530,14825692
94544,64048607,8395226,5942361,5155708,5173433
94545,25661219,6728891,3839754,5544735,6657195
94546,139905536,33822630,13926999,13911934,10754201
94547,55408024,6564453,2174690,1032366,953327
94548,785000,65000,0,0,0
94549,1871932446,443907297,230315946,168359620,68688144
94550,66344316,48657670,29554408,16214824,12721208
94551,160120729,31305722,11659902,5334740,4612847
94552,440294200,195678048,120499314,71017122,49712778
94553,402269248,97996411,39157894,23403285,14994931
94555,14599287,2069814,1154945,1307357,946270
94556,522671241,84980822,33311974,26843796,14056073
94558,1230688886,918769086,659183522,302297670,166672696
94559,127285344,73399754,56228323,20535935,7039345
94560,8034584,1352944,2118128,1813772,2200791
94561,30229666,16103977,14261202,16887323,14907943
94563,2336131573,536647616,347392013,207185521,99290732
94564,70286069,14833270,3227046,3948224,3213603
94565,100425943,34060463,18107253,23847143,22679225
94566,375143595,53545555,21047835,11820533,10698579
94567,150144001,146765777,132846823,88194665,64487150
94568,131992902,22300854,8621366,4991591,1151468
94569,10223518,6750312,3636007,656794,909159
94571,11146752,1718686,923616,300497,712244
94572,12821129,6384374,4944167,7617163,7236034
94574,1217446703,1034490973,725659557,355617117,159225618
94576,36805352,28455005,26966226,13439225,10957483
94577,80709807,13423594,8455554,11957877,7737925
94578,33333000,5842195,7103907,5166994,4132542
94579,13317455,711601,661396,772874,915923
94580,11185859,2491044,3151040,2737906,2428037
94582,63900614,16723264,0,1362812,2295756
94583,304400300,105773816,52801910,34989462,13312329
94585,22528460,13012340,5938858,4682176,4779917
94586,99931501,49804561,39273595,22591151,18503524
94587,43663448,5380456,3127713,4631330,4083549
94588,246181326,76111261,43242037,12438868,5853350
94589,22908680,14020444,4534565,4897373,3524599
94590,57704841,43677790,19904246,18364477,17686527
94591,67768628,32317547,13432995,11180748,10721043
94592,4905460,0,0,0,0
94595,112071078,43766149,29294513,21637739,6126604
94596,73925284,17304691,11784865,12444263,6903254
94597,83187995,22884301,14380805,12668717,12848285
94598,79569783,33625748,12026875,13907671,12090438
94599,39616526,36398554,31634005,18035940,10700000
94601,278444403,90935874,69208611,66187619,62356362
94602,214431585,82553843,68783906,53998956,27870400
94603,46313420,33232753,31426395,30360050,32050326
94605,374205635,181529984,131676737,108152684,68754332
94606,144048577,42838192,38278119,32678105,31014020
94607,102616845,53521025,38235643,37724073,32768063
94608,116344411,55980064,42624152,37662772,39163812
94609,95220796,41561025,26107558,25357845,23672243
94610,122015659,40704563,24136769,11026773,11701877
94611,2840356879,1777098336,1420562713,966437846,583318285
94612,73688964,21313841,15205668,10321178,10836209
94618,232683548,23899502,10711441,9879746,10580138
94619,354206367,169685559,115020089,84305119,68572226
94621,121592073,47119366,36371385,35859092,35007134
94702,57228613,25894612,15410514,11317488,8094352
94703,97870513,34248394,16413647,15532606,16098745
94704,125282609,54734254,38312263,27519527,17597761
94705,561841007,196263629,179865064,111078330,63209489
94706,45014498,9945036,4376099,6285093,2355472
94707,418295483,40371069,24190412,18025814,9956381
94708,692642197,272025543,201447974,128819199,70154333
94709,63135967,17008310,13156208,11994718,10940480
94710,33135114,18008432,13133622,12991077,12482784
94720,5000,0,0,0,0
94801,84755792,40737229,36331193,34964569,30663352
94803,285337478,75137158,42687320,22052261,15161400
94804,82262026,34247149,23958207,28445368,22570113
94805,88206139,32135907,14241977,14862369,8851676
94806,81963492,31245076,27878680,23515602,24131202
94901,288659208,88933000,29799848,30619270,15468924
94903,173716467,41385070,36140409,8081652,8650218
94904,206293388,89495527,56859323,44258664,14224511
94920,122031835,48394542,27978399,23318751,18240776
94922,27892463,21319642,23186367,100000,0
94923,62323775,34994119,25638215,14871151,12434188
94924,28645088,20904040,16585209,4419387,1337037
94925,166229290,84260571,44076196,25464788,12934121
94928,21416049,4774145,3161763,1236500,919200
94929,19205409,7272717,3454788,2048712,2900196
94930,275498154,114741697,72743008,37572930,22994915
94931,12796287,3530140,185000,0,880000
94933,54264310,49767112,28939828,19610186,12351743
94937,388449766,346067696,264227477,192931745,129370700
94938,57078045,31386050,24757284,17230683,8645081
94939,161812568,55671802,34570623,17602144,12058750
94940,24898161,17253013,12265191,6550977,5998576
94941,1011563974,471670194,354640785,292069477,215680851
94945,181497529,69456898,33451346,18572770,2085617
94946,74892895,65948154,49165531,17100739,10213497
94947,204775958,46920523,24231537,7079254,10069882
94949,135222102,37200997,27770172,16057437,8689178
94951,76292498,46475881,26824310,13631896,3245767
